bang,cot,kieu,nhom,vai_tro,khuyet_pct,so_gia_tri_khac_nhau,min,p25,trung_vi,p75,p99,max,do_lech_bowley,ty_so_duoi_p99_p50,xu_ly_khuyet,bien_doi,ma_hoa,cach_ma_hoa,chan_ngoai_lai
dim_locators,source_refs,jsonb,jsonb,BỎ — rỗng hoàn toàn,100.0,,,,,,,,,,bỏ cột,—,—,—,—
dim_locators,created_at,timestamp with time zone,thời gian,cột kỹ thuật — không phải đặc trưng,0.0,4,,,,,,,,,không có khuyết thiếu,—,—,—,—
dim_locators,updated_at,timestamp with time zone,thời gian,cột kỹ thuật — không phải đặc trưng,0.0,2,,,,,,,,,không có khuyết thiếu,—,—,—,—
dim_locators,locator_code,character varying,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,315,7.0,,,,,23.0,,,không có khuyết thiếu,—,"gần như không trùng — không mã hoá được, chỉ dùng làm khoá",không mã hoá được — chỉ dùng làm khoá,—
dim_locators,locator_name,character varying,văn bản / phân loại,đặc trưng,0.0,314,10.0,,,,,55.0,,,không có khuyết thiếu,—,"gần như không trùng — không mã hoá được, chỉ dùng làm khoá",không mã hoá được — chỉ dùng làm khoá,—
dim_locators,sub_inventory_key,bigint,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,98.73,2,72.0,72.0,72.5,73.0,73.0,73.0,0.0,1.01,"khuyết 98.73% — giữ CỜ có/không, đừng điền giá trị",—,nhị phân 0/1,nhị phân 0/1,—
dim_locators,sub_inventory_code,character varying,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.635,167,4.0,,,,,10.0,,,"gộp vào nhóm ""(không rõ)""",—,"mã hoá theo nhãn (target encoding), 167 nhóm — tính trong từng fold",mã hoá theo nhãn (target encoding),—
dim_locators,purpose_code,character varying,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,9,2.0,,,,,7.0,,,không có khuyết thiếu,—,one-hot (9 nhóm),one-hot,—
dim_locators,purpose_name,character varying,văn bản / phân loại,đặc trưng,0.0,9,4.0,,,,,14.0,,,không có khuyết thiếu,—,one-hot (9 nhóm),one-hot,—
dim_locators,site_type_code,character varying,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,4,7.0,,,,,9.0,,,không có khuyết thiếu,—,one-hot (4 nhóm),one-hot,—
dim_locators,site_type_name,character varying,văn bản / phân loại,đặc trưng,0.0,4,11.0,,,,,15.0,,,không có khuyết thiếu,—,one-hot (4 nhóm),one-hot,—
dim_locators,is_sellable_stock,boolean,nhị phân,đặc trưng,0.0,2,,,,,,,,,không có khuyết thiếu,—,nhị phân 0/1,nhị phân 0/1,—
dim_locators,is_priced,boolean,nhị phân,đặc trưng,0.0,2,,,,,,,,,không có khuyết thiếu,—,nhị phân 0/1,nhị phân 0/1,—
dim_locators,location_code,character varying,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,12.698,77,2.0,,,,,18.0,,,"khuyết 12.698% — gộp vào nhóm ""(không rõ)"" VÀ thêm cờ khuyết",—,"mã hoá theo nhãn (target encoding), 77 nhóm — tính trong từng fold",mã hoá theo nhãn (target encoding),—
dim_locators,location_address,character varying,văn bản / phân loại,đặc trưng,12.698,77,3.0,,,,,100.0,,,"khuyết 12.698% — gộp vào nhóm ""(không rõ)"" VÀ thêm cờ khuyết",—,"mã hoá theo nhãn (target encoding), 77 nhóm — tính trong từng fold",mã hoá theo nhãn (target encoding),—
dim_locators,organization_code,character varying,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,8.889,6,3.0,,,,,3.0,,,"khuyết 8.889% — gộp vào nhóm ""(không rõ)"" VÀ thêm cờ khuyết",—,one-hot (6 nhóm),one-hot,—
dim_locators,is_from_master,boolean,nhị phân,đặc trưng,0.0,2,,,,,,,,,không có khuyết thiếu,—,nhị phân 0/1,nhị phân 0/1,—
dim_order_status,status_code,character varying,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,10,7.0,,,,,17.0,,,không có khuyết thiếu,—,"gần như không trùng — không mã hoá được, chỉ dùng làm khoá",không mã hoá được — chỉ dùng làm khoá,—
dim_order_status,status_name,character varying,văn bản / phân loại,đặc trưng,0.0,10,7.0,,,,,20.0,,,không có khuyết thiếu,—,"gần như không trùng — không mã hoá được, chỉ dùng làm khoá",không mã hoá được — chỉ dùng làm khoá,—
dim_order_status,bucket_group,character varying,văn bản / phân loại,đặc trưng,0.0,5,4.0,,,,,11.0,,,không có khuyết thiếu,—,one-hot (5 nhóm),one-hot,—
dim_order_status,description,character varying,văn bản / phân loại,đặc trưng,0.0,10,16.0,,,,,90.0,,,không có khuyết thiếu,—,"gần như không trùng — không mã hoá được, chỉ dùng làm khoá",không mã hoá được — chỉ dùng làm khoá,—
dim_order_status,is_closed,boolean,nhị phân,đặc trưng,0.0,2,,,,,,,,,không có khuyết thiếu,—,nhị phân 0/1,nhị phân 0/1,—
dim_order_status,is_revenue_recognized,boolean,nhị phân,đặc trưng,0.0,2,,,,,,,,,không có khuyết thiếu,—,nhị phân 0/1,nhị phân 0/1,—
dim_order_status,is_cancelled,boolean,nhị phân,đặc trưng,0.0,2,,,,,,,,,không có khuyết thiếu,—,nhị phân 0/1,nhị phân 0/1,—
dim_order_status,sort_order,integer,số rời rạc,đặc trưng,0.0,10,1.0,3.25,5.5,7.75,90.9,99.0,0.0,16.53,không có khuyết thiếu,log1p rồi chuẩn hoá z,"gần như không trùng — không mã hoá được, chỉ dùng làm khoá",không mã hoá được — chỉ dùng làm khoá,chặn trên IQR = 14.5; giá trị lớn nhất vượt 6.8×
dim_order_status,id,bigint,số rời rạc,cột kỹ thuật — không phải đặc trưng,0.0,10,-1.0,2.25,4.5,6.75,8.91,9.0,0.0,1.98,không có khuyết thiếu,—,—,—,—
dim_order_status,source_refs,jsonb,jsonb,BỎ — rỗng hoàn toàn,100.0,,,,,,,,,,bỏ cột,—,—,—,—
dim_order_status,batch_id,bigint,số rời rạc,cột kỹ thuật — không phải đặc trưng,0.0,2,0.0,241694.0,241694.0,241694.0,241694.0,241694.0,,1.0,không có khuyết thiếu,—,—,—,—
dim_order_status,created_at,timestamp with time zone,thời gian,cột kỹ thuật — không phải đặc trưng,0.0,3,,,,,,,,,không có khuyết thiếu,—,—,—,—
dim_order_status,updated_at,timestamp with time zone,thời gian,cột kỹ thuật — không phải đặc trưng,0.0,2,,,,,,,,,không có khuyết thiếu,—,—,—,—
dim_order_types,order_type_code,character varying,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,15,7.0,,,,,12.0,,,không có khuyết thiếu,—,"gần như không trùng — không mã hoá được, chỉ dùng làm khoá",không mã hoá được — chỉ dùng làm khoá,—
dim_order_types,order_type_name,character varying,văn bản / phân loại,đặc trưng,0.0,15,6.0,,,,,15.0,,,không có khuyết thiếu,—,"gần như không trùng — không mã hoá được, chỉ dùng làm khoá",không mã hoá được — chỉ dùng làm khoá,—
dim_order_types,description,character varying,văn bản / phân loại,đặc trưng,0.0,15,16.0,,,,,57.0,,,không có khuyết thiếu,—,"gần như không trùng — không mã hoá được, chỉ dùng làm khoá",không mã hoá được — chỉ dùng làm khoá,—
dim_order_types,is_free_order,boolean,nhị phân,đặc trưng,0.0,2,,,,,,,,,không có khuyết thiếu,—,nhị phân 0/1,nhị phân 0/1,—
dim_order_types,sort_order,integer,số rời rạc,đặc trưng,0.0,15,1.0,4.5,8.0,11.5,87.09999999999995,99.0,0.0,10.89,không có khuyết thiếu,log1p rồi chuẩn hoá z,"gần như không trùng — không mã hoá được, chỉ dùng làm khoá",không mã hoá được — chỉ dùng làm khoá,chặn trên IQR = 22.0; giá trị lớn nhất vượt 4.5×
dim_order_types,id,bigint,số rời rạc,cột kỹ thuật — không phải đặc trưng,0.0,15,-1.0,3.5,7.0,10.5,13.86,14.0,0.0,1.98,không có khuyết thiếu,—,—,—,—
dim_order_types,source_refs,jsonb,jsonb,BỎ — rỗng hoàn toàn,100.0,,,,,,,,,,bỏ cột,—,—,—,—
dim_order_types,batch_id,bigint,số rời rạc,cột kỹ thuật — không phải đặc trưng,0.0,2,0.0,241695.0,241695.0,241695.0,241695.0,241695.0,,1.0,không có khuyết thiếu,—,—,—,—
dim_order_types,created_at,timestamp with time zone,thời gian,cột kỹ thuật — không phải đặc trưng,0.0,2,,,,,,,,,không có khuyết thiếu,—,—,—,—
dim_order_types,updated_at,timestamp with time zone,thời gian,cột kỹ thuật — không phải đặc trưng,0.0,2,,,,,,,,,không có khuyết thiếu,—,—,—,—
dim_otif_reason,reason_text,character varying,văn bản / phân loại,đặc trưng,0.0,22,4.0,,,,,40.0,,,không có khuyết thiếu,—,"gần như không trùng — không mã hoá được, chỉ dùng làm khoá",không mã hoá được — chỉ dùng làm khoá,—
dim_otif_reason,incharge_group,character varying,văn bản / phân loại,đặc trưng,0.0,5,3.0,,,,,8.0,,,không có khuyết thiếu,—,one-hot (5 nhóm),one-hot,—
dim_otif_reason,is_included_otif,boolean,nhị phân,đặc trưng,0.0,2,,,,,,,,,không có khuyết thiếu,—,nhị phân 0/1,nhị phân 0/1,—
dim_otif_reason,notes,character varying,văn bản / phân loại,BỎ — hằng số,95.455,1,71.0,,,,,71.0,,,"khuyết 95.455% — giữ CỜ có/không, đừng điền giá trị",—,—,—,—
dim_otif_reason,id,bigint,số liên tục,cột kỹ thuật — không phải đặc trưng,0.0,22,1.0,6.25,11.5,16.75,21.79,22.0,0.0,1.89,không có khuyết thiếu,—,—,—,—
dim_otif_reason,source_refs,jsonb,jsonb,BỎ — rỗng hoàn toàn,100.0,,,,,,,,,,bỏ cột,—,—,—,—
dim_otif_reason,batch_id,bigint,số rời rạc,cột kỹ thuật — không phải đặc trưng,0.0,2,227558.0,241700.0,241700.0,241700.0,241700.0,241700.0,,1.0,không có khuyết thiếu,—,—,—,—
dim_otif_reason,created_at,timestamp with time zone,thời gian,cột kỹ thuật — không phải đặc trưng,0.0,2,,,,,,,,,không có khuyết thiếu,—,—,—,—
dim_otif_reason,updated_at,timestamp with time zone,thời gian,cột kỹ thuật — không phải đặc trưng,0.0,2,,,,,,,,,không có khuyết thiếu,—,—,—,—
dim_otif_reason,impact_type,character varying,văn bản / phân loại,đặc trưng,4.545,3,12.0,,,,,33.0,,,"gộp vào nhóm ""(không rõ)""",—,one-hot (3 nhóm),one-hot,—
dim_otif_reason,revenue_impact,character varying,văn bản / phân loại,đặc trưng,4.545,3,2.0,,,,,8.0,,,"gộp vào nhóm ""(không rõ)""",—,one-hot (3 nhóm),one-hot,—
dim_otif_reason,cancel_nature,character varying,văn bản / phân loại,đặc trưng,4.545,20,20.0,,,,,47.0,,,"gộp vào nhóm ""(không rõ)""",—,"gần như không trùng — không mã hoá được, chỉ dùng làm khoá",không mã hoá được — chỉ dùng làm khoá,—
dim_otif_reason,revenue_loss_level,character varying,văn bản / phân loại,đặc trưng,4.545,6,3.0,,,,,17.0,,,"gộp vào nhóm ""(không rõ)""",—,one-hot (6 nhóm),one-hot,—
dim_otif_reason,classification_rationale,character varying,văn bản / phân loại,đặc trưng,9.091,20,110.0,,,,,272.0,,,"khuyết 9.091% — gộp vào nhóm ""(không rõ)"" VÀ thêm cờ khuyết",—,"gần như không trùng — không mã hoá được, chỉ dùng làm khoá",không mã hoá được — chỉ dùng làm khoá,—
dim_price_lists,price_list_code,character varying,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,362,5.0,,,,,11.0,,,không có khuyết thiếu,—,"gần như không trùng — không mã hoá được, chỉ dùng làm khoá",không mã hoá được — chỉ dùng làm khoá,—
dim_price_lists,price_list_name,character varying,văn bản / phân loại,đặc trưng,0.0,361,10.0,,,,,54.0,,,không có khuyết thiếu,—,"gần như không trùng — không mã hoá được, chỉ dùng làm khoá",không mã hoá được — chỉ dùng làm khoá,—
dim_price_lists,currency,character varying,văn bản / phân loại,đặc trưng,0.549,2,3.0,,,,,3.0,,,"gộp vào nhóm ""(không rõ)""",—,nhị phân 0/1,nhị phân 0/1,—
dim_price_lists,effective_from,timestamp without time zone,thời gian,BỎ — hằng số,99.725,1,-inf,,,,,-inf,,,"khuyết 99.725% — giữ CỜ có/không, đừng điền giá trị",—,—,—,—
dim_price_lists,effective_to,timestamp without time zone,thời gian,BỎ — rỗng hoàn toàn,100.0,0,,,,,,,,,bỏ cột,—,—,—,—
dim_price_lists,row_hash,character varying,văn bản / phân loại,cột kỹ thuật — không phải đặc trưng,0.0,364,12.0,,,,,32.0,,,không có khuyết thiếu,—,—,—,—
dim_price_lists,id,bigint,số liên tục,cột kỹ thuật — không phải đặc trưng,0.0,364,-1.0,90.75,181.5,272.25,359.37,363.0,0.0,1.98,không có khuyết thiếu,—,—,—,—
dim_price_lists,source_refs,jsonb,jsonb,cột kỹ thuật — không phải đặc trưng,0.0,,,,,,,,,,không có khuyết thiếu,—,—,—,—
dim_price_lists,batch_id,bigint,số rời rạc,cột kỹ thuật — không phải đặc trưng,0.0,6,0.0,17.0,17.0,17.0,66963.06000000004,177524.0,,3939.0,không có khuyết thiếu,—,—,—,—
dim_price_lists,valid_from,timestamp with time zone,thời gian,cột kỹ thuật — không phải đặc trưng,0.0,6,,,,,,,,,không có khuyết thiếu,—,—,—,—
dim_price_lists,valid_to,timestamp with time zone,thời gian,cột kỹ thuật — không phải đặc trưng,99.451,2,,,,,,,,,"khuyết 99.451% — giữ CỜ có/không, đừng điền giá trị",—,—,—,—
dim_price_lists,is_current,boolean,nhị phân,cột kỹ thuật — không phải đặc trưng,0.0,2,,,,,,,,,không có khuyết thiếu,—,—,—,—
dim_price_lists,created_at,timestamp with time zone,thời gian,cột kỹ thuật — không phải đặc trưng,0.0,6,,,,,,,,,không có khuyết thiếu,—,—,—,—
dim_price_lists,updated_at,timestamp with time zone,thời gian,cột kỹ thuật — không phải đặc trưng,0.0,8,,,,,,,,,không có khuyết thiếu,—,—,—,—
dim_product_brands,brand_code,character varying,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,203,4.0,,,,,9.0,,,không có khuyết thiếu,—,"203 nhóm — gộp nhóm hiếm trước, rồi mã hoá theo nhãn",gộp nhóm hiếm rồi mã hoá theo nhãn,—
dim_product_brands,brand_name,character varying,văn bản / phân loại,đặc trưng,0.0,222,3.0,,,,,47.0,,,không có khuyết thiếu,—,"222 nhóm — gộp nhóm hiếm trước, rồi mã hoá theo nhãn",gộp nhóm hiếm rồi mã hoá theo nhãn,—
dim_product_brands,description,character varying,văn bản / phân loại,đặc trưng,99.998,5,6.0,,,,,14.0,,,"khuyết 99.998% — giữ CỜ có/không, đừng điền giá trị",—,one-hot (5 nhóm),one-hot,—
dim_product_brands,row_hash,character varying,văn bản / phân loại,cột kỹ thuật — không phải đặc trưng,0.0,274,12.0,,,,,32.0,,,không có khuyết thiếu,—,—,—,—
dim_product_brands,parent_brand_id,bigint,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,1.464,54,1.0,22.0,52.0,85.0,119.0,119.0,0.0476,2.29,"gộp vào nhóm ""(không rõ)""",—,"mã hoá theo nhãn (target encoding), 54 nhóm — tính trong từng fold",mã hoá theo nhãn (target encoding),—
dim_product_brands,brand_path,character varying,văn bản / phân loại,khoá của dòng — không dùng làm đặc trưng,0.0,299431,3.0,,,,,12.0,,,không có khuyết thiếu,—,—,—,—
dim_product_brands,id,bigint,số liên tục,cột kỹ thuật — không phải đặc trưng,0.0,299431,-1.0,131354.5,262209.0,394916.75,523511.83,528595.0,0.007,2.0,không có khuyết thiếu,—,—,—,—
dim_product_brands,source_refs,jsonb,jsonb,cột kỹ thuật — không phải đặc trưng,0.0,,,,,,,,,,không có khuyết thiếu,—,—,—,—
dim_product_brands,batch_id,bigint,số liên tục,cột kỹ thuật — không phải đặc trưng,0.0,7279,0.0,58579.0,116278.0,175981.0,239290.0,241706.0,0.0171,2.06,không có khuyết thiếu,—,—,—,—
dim_product_brands,valid_from,timestamp with time zone,thời gian,cột kỹ thuật — không phải đặc trưng,0.0,7279,,,,,,,,,không có khuyết thiếu,—,—,—,—
dim_product_brands,valid_to,timestamp with time zone,thời gian,cột kỹ thuật — không phải đặc trưng,5.59,7231,,,,,,,,,"khuyết 5.59% — gộp vào nhóm ""(không rõ)"" VÀ thêm cờ khuyết",—,—,—,—
dim_product_brands,is_current,boolean,nhị phân,cột kỹ thuật — không phải đặc trưng,0.0,2,,,,,,,,,không có khuyết thiếu,—,—,—,—
