nguon,la_bang_fact,bang,cot,dang,vai_tro,khuyet_pct,so_gia_tri,luc_luong_pct,hang_so,mo_coi_pct,tre_ngay,diem_thong_tin,danh_gia,tac_dung,muc_bang_chung,cong_vo_dung,can_cu_tac_dung,day_du,cong_thieu,he_qua_neu_bo_qua,quyet_dinh_panel,phan_loai,vao_panel,viec_phai_lam
lược đồ dwh,false,dim_warehouses,warehouse_code,phân loại,khoá ngoại — dùng như biến phân loại,0.0,39.0,100.0,false,,,1.0,thông tin phong phú,CẦN THIẾT,CÓ ĐƯỜNG TỚI,—,bảng `dim_warehouses` nối được về hạt; entropy: thông tin phong phú,ĐỦ,—,Không vướng cổng nào.,,NHIỀU TÁC DỤNG · ĐỦ DỮ LIỆU,true,"Đưa vào bảng phẳng, dùng được ngay."
lược đồ dwh,false,dim_warehouses,warehouse_name,phân loại,đặc trưng,0.0,39.0,100.0,false,,,1.0,thông tin phong phú,CẦN THIẾT,CÓ ĐƯỜNG TỚI,—,bảng `dim_warehouses` nối được về hạt; entropy: thông tin phong phú,ĐỦ,—,Không vướng cổng nào.,,NHIỀU TÁC DỤNG · ĐỦ DỮ LIỆU,true,"Đưa vào bảng phẳng, dùng được ngay."
lược đồ dwh,true,fact_order_fulfillment,store_key,số,khoá ngoại — dùng như biến phân loại,0.0,24846.0,8.275,false,0.0,0.0,1.0,thông tin phong phú,CẦN THIẾT,CÓ ĐƯỜNG TỚI,—,bảng `fact_order_fulfillment` nối được về hạt; entropy: thông tin phong phú,ĐỦ,—,Không vướng cổng nào.,,NHIỀU TÁC DỤNG · ĐỦ DỮ LIỆU,true,"Đưa vào bảng phẳng, dùng được ngay."
lược đồ dwh,true,fact_order_fulfillment,order_source,phân loại,đặc trưng,0.0,2.0,0.001,false,,0.0,1.0,thông tin phong phú,CẦN THIẾT,CÓ ĐƯỜNG TỚI,—,bảng `fact_order_fulfillment` nối được về hạt; entropy: thông tin phong phú,ĐỦ,—,Không vướng cổng nào.,,NHIỀU TÁC DỤNG · ĐỦ DỮ LIỆU,true,"Đưa vào bảng phẳng, dùng được ngay."
lược đồ dwh,false,dim_locators,is_priced,phân loại,đặc trưng,0.0,2.0,0.635,false,,,0.9998,thông tin phong phú,CẦN THIẾT,CÓ ĐƯỜNG TỚI,—,bảng `dim_locators` nối được về hạt; entropy: thông tin phong phú,ĐỦ,—,Không vướng cổng nào.,,NHIỀU TÁC DỤNG · ĐỦ DỮ LIỆU,true,"Đưa vào bảng phẳng, dùng được ngay."
lược đồ dwh,true,fact_order_fulfillment,total_net_revenue,số,đặc trưng,0.001,116785.0,38.897,false,,0.0,0.9998,thông tin phong phú,CẦN THIẾT,CÓ ĐƯỜNG TỚI,—,bảng `fact_order_fulfillment` nối được về hạt; entropy: thông tin phong phú,ĐỦ,—,Không vướng cổng nào.,,NHIỀU TÁC DỤNG · ĐỦ DỮ LIỆU,true,"Đưa vào bảng phẳng, dùng được ngay."
lược đồ dwh,true,fact_order_lines,store_key,số,khoá ngoại — dùng như biến phân loại,0.0,19755.0,6.646,false,0.0,0.0,0.9997,thông tin phong phú,CẦN THIẾT,CÓ ĐƯỜNG TỚI,—,bảng `fact_order_lines` nối được về hạt; entropy: thông tin phong phú,ĐỦ,—,Không vướng cổng nào.,,NHIỀU TÁC DỤNG · ĐỦ DỮ LIỆU,true,"Đưa vào bảng phẳng, dùng được ngay."
lược đồ dwh,true,fact_order_fulfillment,total_vat,số,đặc trưng,0.001,94324.0,31.416,false,,0.0,0.9996,thông tin phong phú,CẦN THIẾT,CÓ ĐƯỜNG TỚI,—,bảng `fact_order_fulfillment` nối được về hạt; entropy: thông tin phong phú,ĐỦ,—,Không vướng cổng nào.,,NHIỀU TÁC DỤNG · ĐỦ DỮ LIỆU,true,"Đưa vào bảng phẳng, dùng được ngay."
lược đồ dwh,true,fact_delivery_details,store_key,số,khoá ngoại — dùng như biến phân loại,0.0,11355.0,3.77,false,0.0,-1446.0,0.9994,thông tin phong phú,CẦN THIẾT,CÓ ĐƯỜNG TỚI,—,bảng `fact_delivery_details` nối được về hạt; entropy: thông tin phong phú,ĐỦ,—,Không vướng cổng nào.,,NHIỀU TÁC DỤNG · ĐỦ DỮ LIỆU,true,"Đưa vào bảng phẳng, dùng được ngay."
lược đồ dwh,true,fact_order_fulfillment,total_amount,số,đặc trưng,0.0,115315.0,38.407,false,,0.0,0.9993,thông tin phong phú,CẦN THIẾT,CÓ ĐƯỜNG TỚI,—,bảng `fact_order_fulfillment` nối được về hạt; entropy: thông tin phong phú,ĐỦ,—,Không vướng cổng nào.,,NHIỀU TÁC DỤNG · ĐỦ DỮ LIỆU,true,"Đưa vào bảng phẳng, dùng được ngay."
lược đồ dwh,true,fact_order_fulfillment,total_before_discount,số,đặc trưng,0.001,109027.0,36.313,false,,0.0,0.9988,thông tin phong phú,CẦN THIẾT,CÓ ĐƯỜNG TỚI,—,bảng `fact_order_fulfillment` nối được về hạt; entropy: thông tin phong phú,ĐỦ,—,Không vướng cổng nào.,,NHIỀU TÁC DỤNG · ĐỦ DỮ LIỆU,true,"Đưa vào bảng phẳng, dùng được ngay."
lược đồ dwh,true,fact_order_lines,order_date_key,số,khoá ngoại — dùng như biến phân loại,0.0,556.0,0.187,false,,0.0,0.9986,thông tin phong phú,CẦN THIẾT,CÓ ĐƯỜNG TỚI,—,bảng `fact_order_lines` nối được về hạt; entropy: thông tin phong phú,ĐỦ,—,Không vướng cổng nào.,,NHIỀU TÁC DỤNG · ĐỦ DỮ LIỆU,true,"Đưa vào bảng phẳng, dùng được ngay."
lược đồ dwh,true,fact_inventory_lot_snapshot,product_id,số,khoá ngoại — dùng như biến phân loại,0.0,1332.0,0.441,false,0.0,0.0,0.9983,thông tin phong phú,CẦN THIẾT,CÓ ĐƯỜNG TỚI,—,bảng `fact_inventory_lot_snapshot` nối được về hạt; entropy: thông tin phong phú,ĐỦ,—,Không vướng cổng nào.,,NHIỀU TÁC DỤNG · ĐỦ DỮ LIỆU,true,"Đưa vào bảng phẳng, dùng được ngay."
lược đồ dwh,true,fact_order_fulfillment,order_date_key,số,khoá ngoại — dùng như biến phân loại,0.0,558.0,0.186,false,,0.0,0.9982,thông tin phong phú,CẦN THIẾT,CÓ ĐƯỜNG TỚI,—,bảng `fact_order_fulfillment` nối được về hạt; entropy: thông tin phong phú,ĐỦ,—,Không vướng cổng nào.,,NHIỀU TÁC DỤNG · ĐỦ DỮ LIỆU,true,"Đưa vào bảng phẳng, dùng được ngay."
lược đồ dwh,true,fact_visits,salesman_id,số,khoá ngoại — dùng như biến phân loại,0.0,594.0,0.196,false,0.0,-3.0,0.9961,thông tin phong phú,CẦN THIẾT,CÓ ĐƯỜNG TỚI,—,bảng `fact_visits` nối được về hạt; entropy: thông tin phong phú,ĐỦ,—,Không vướng cổng nào.,BỎ,NHIỀU TÁC DỤNG · ĐỦ DỮ LIỆU,true,"Đưa vào bảng phẳng, dùng được ngay."
lược đồ dwh,false,dim_shippers,license_plate,phân loại,đặc trưng,0.024,168.0,0.293,false,,,0.996,thông tin phong phú,CẦN THIẾT,CÓ ĐƯỜNG TỚI,—,bảng `dim_shippers` nối được về hạt; entropy: thông tin phong phú,ĐỦ,—,Không vướng cổng nào.,,NHIỀU TÁC DỤNG · ĐỦ DỮ LIỆU,true,"Đưa vào bảng phẳng, dùng được ngay."
lược đồ dwh,true,fact_visits,shop_id,số,khoá ngoại — dùng như biến phân loại,0.0,20934.0,6.911,false,0.0,-3.0,0.9952,thông tin phong phú,CẦN THIẾT,CÓ ĐƯỜNG TỚI,—,bảng `fact_visits` nối được về hạt; entropy: thông tin phong phú,ĐỦ,—,Không vướng cổng nào.,,NHIỀU TÁC DỤNG · ĐỦ DỮ LIỆU,true,"Đưa vào bảng phẳng, dùng được ngay."
lược đồ dwh,true,fact_visits,date_key,số,khoá ngoại — dùng như biến phân loại,0.0,265.0,0.087,false,,-3.0,0.9942,thông tin phong phú,CẦN THIẾT,CÓ ĐƯỜNG TỚI,—,bảng `fact_visits` nối được về hạt; entropy: thông tin phong phú,ĐỦ,—,Không vướng cổng nào.,,NHIỀU TÁC DỤNG · ĐỦ DỮ LIỆU,true,"Đưa vào bảng phẳng, dùng được ngay."
lược đồ dwh,true,fact_inventory_daily_balances,product_id,số,khoá ngoại — dùng như biến phân loại,0.0,245.0,0.21,false,0.0,0.0,0.9917,thông tin phong phú,CẦN THIẾT,CÓ ĐƯỜNG TỚI,—,bảng `fact_inventory_daily_balances` nối được về hạt; entropy: thông tin phong phú,ĐỦ,—,Không vướng cổng nào.,,NHIỀU TÁC DỤNG · ĐỦ DỮ LIỆU,true,"Đưa vào bảng phẳng, dùng được ngay."
lược đồ dwh,true,fact_delivery_details,shipper_key,số,khoá ngoại — dùng như biến phân loại,0.0,4610.0,1.53,false,0.0,-1446.0,0.9903,thông tin phong phú,CẦN THIẾT,CÓ ĐƯỜNG TỚI,—,bảng `fact_delivery_details` nối được về hạt; entropy: thông tin phong phú,ĐỦ,—,Không vướng cổng nào.,,NHIỀU TÁC DỤNG · ĐỦ DỮ LIỆU,true,"Đưa vào bảng phẳng, dùng được ngay."
lược đồ dwh,true,fact_delivery_details,created_date_key,số,khoá ngoại — dùng như biến phân loại,0.0,160.0,0.053,false,,-1446.0,0.9903,thông tin phong phú,CẦN THIẾT,CÓ ĐƯỜNG TỚI,—,bảng `fact_delivery_details` nối được về hạt; entropy: thông tin phong phú,ĐỦ,—,Không vướng cổng nào.,,NHIỀU TÁC DỤNG · ĐỦ DỮ LIỆU,true,"Đưa vào bảng phẳng, dùng được ngay."
lược đồ dwh,true,fact_delivery_details,date_key,số,khoá ngoại — dùng như biến phân loại,0.006,171.0,0.057,false,,-1446.0,0.9901,thông tin phong phú,CẦN THIẾT,CÓ ĐƯỜNG TỚI,—,bảng `fact_delivery_details` nối được về hạt; entropy: thông tin phong phú,ĐỦ,—,Không vướng cổng nào.,,NHIỀU TÁC DỤNG · ĐỦ DỮ LIỆU,true,"Đưa vào bảng phẳng, dùng được ngay."
lược đồ dwh,true,fact_inventory_daily_balances,date_key,số,khoá ngoại — dùng như biến phân loại,0.0,57.0,0.049,false,,0.0,0.9884,thông tin phong phú,CẦN THIẾT,CÓ ĐƯỜNG TỚI,—,bảng `fact_inventory_daily_balances` nối được về hạt; entropy: thông tin phong phú,ĐỦ,—,Không vướng cổng nào.,,NHIỀU TÁC DỤNG · ĐỦ DỮ LIỆU,true,"Đưa vào bảng phẳng, dùng được ngay."
lược đồ dwh,true,fact_inventory_lot_snapshot,date_key,số,khoá ngoại — dùng như biến phân loại,0.0,79.0,0.026,false,,0.0,0.9881,thông tin phong phú,CẦN THIẾT,CÓ ĐƯỜNG TỚI,—,bảng `fact_inventory_lot_snapshot` nối được về hạt; entropy: thông tin phong phú,ĐỦ,—,Không vướng cổng nào.,,NHIỀU TÁC DỤNG · ĐỦ DỮ LIỆU,true,"Đưa vào bảng phẳng, dùng được ngay."
lược đồ dwh,true,fact_order_lines,product_key,số,khoá ngoại — dùng như biến phân loại,0.0,855.0,0.288,false,0.0,0.0,0.9842,thông tin phong phú,CẦN THIẾT,CÓ ĐƯỜNG TỚI,—,bảng `fact_order_lines` nối được về hạt; entropy: thông tin phong phú,ĐỦ,—,Không vướng cổng nào.,,NHIỀU TÁC DỤNG · ĐỦ DỮ LIỆU,true,"Đưa vào bảng phẳng, dùng được ngay."
lược đồ dwh,true,fact_order_fulfillment,salesman_id,số,khoá ngoại — dùng như biến phân loại,0.0,743.0,0.247,false,0.0,0.0,0.9833,thông tin phong phú,CẦN THIẾT,CÓ ĐƯỜNG TỚI,—,bảng `fact_order_fulfillment` nối được về hạt; entropy: thông tin phong phú,ĐỦ,—,Không vướng cổng nào.,BỎ,NHIỀU TÁC DỤNG · ĐỦ DỮ LIỆU,true,"Đưa vào bảng phẳng, dùng được ngay."
lược đồ dwh,true,fact_order_fulfillment,raw_created_at,phân loại,thời gian — dẫn xuất đặc trưng,63.447,15388.0,14.021,false,,0.0,0.9815,thông tin phong phú,CẦN THIẾT,CÓ ĐƯỜNG TỚI,—,bảng `fact_order_fulfillment` nối được về hạt; entropy: thông tin phong phú,ĐỦ,—,Không vướng cổng nào.,,NHIỀU TÁC DỤNG · ĐỦ DỮ LIỆU,true,"Đưa vào bảng phẳng, dùng được ngay."
lược đồ dwh,true,fact_inventory_lot_snapshot,brand_id,phân loại,khoá ngoại — dùng như biến phân loại,0.0,2217.0,0.735,false,0.0,0.0,0.9784,thông tin phong phú,CẦN THIẾT,CÓ ĐƯỜNG TỚI,—,bảng `fact_inventory_lot_snapshot` nối được về hạt; entropy: thông tin phong phú,ĐỦ,—,Không vướng cổng nào.,DÙNG — mã hoá phân loại,NHIỀU TÁC DỤNG · ĐỦ DỮ LIỆU,true,"Đưa vào bảng phẳng, dùng được ngay."
lược đồ dwh,true,fact_inventory_daily_balances,warehouse_id,số,khoá ngoại — dùng như biến phân loại,0.0,26.0,0.022,false,0.0,0.0,0.9729,thông tin phong phú,CẦN THIẾT,CÓ ĐƯỜNG TỚI,—,bảng `fact_inventory_daily_balances` nối được về hạt; entropy: thông tin phong phú,ĐỦ,—,Không vướng cổng nào.,,NHIỀU TÁC DỤNG · ĐỦ DỮ LIỆU,true,"Đưa vào bảng phẳng, dùng được ngay."
lược đồ dwh,true,fact_order_lines,salesman_id,số,khoá ngoại — dùng như biến phân loại,0.0,731.0,0.246,false,0.0,0.0,0.9725,thông tin phong phú,CẦN THIẾT,CÓ ĐƯỜNG TỚI,—,bảng `fact_order_lines` nối được về hạt; entropy: thông tin phong phú,ĐỦ,—,Không vướng cổng nào.,BỎ,NHIỀU TÁC DỤNG · ĐỦ DỮ LIỆU,true,"Đưa vào bảng phẳng, dùng được ngay."
lược đồ dwh,true,fact_delivery_details,product_key,số,khoá ngoại — dùng như biến phân loại,0.0,569.0,0.189,false,0.0,-1446.0,0.9709,thông tin phong phú,CẦN THIẾT,CÓ ĐƯỜNG TỚI,—,bảng `fact_delivery_details` nối được về hạt; entropy: thông tin phong phú,ĐỦ,—,Không vướng cổng nào.,,NHIỀU TÁC DỤNG · ĐỦ DỮ LIỆU,true,"Đưa vào bảng phẳng, dùng được ngay."
lược đồ dwh,false,zz_archive_om_orphans_20260804,amount_incl_vat,số,đặc trưng,0.0,204.0,45.74,false,,,0.9605,thông tin phong phú,CẦN THIẾT,ĐO ĐƯỢC,—,8/8 thước đo xếp vào nửa trên,ĐỦ,—,Không vướng cổng nào.,CHUYỂN THÀNH LAG,NHIỀU TÁC DỤNG · ĐỦ DỮ LIỆU,true,"Đưa vào bảng phẳng, dùng được ngay."
lược đồ dwh,false,zz_archive_om_orphans_20260804,vat_amount,số,đặc trưng,0.0,202.0,45.291,false,,,0.9605,thông tin phong phú,CẦN THIẾT,ĐO ĐƯỢC,—,8/8 thước đo xếp vào nửa trên,ĐỦ,—,Không vướng cổng nào.,CHUYỂN THÀNH LAG,NHIỀU TÁC DỤNG · ĐỦ DỮ LIỆU,true,"Đưa vào bảng phẳng, dùng được ngay."
lược đồ dwh,true,fact_order_lines,order_source,phân loại,đặc trưng,0.0,2.0,0.001,false,,0.0,0.9604,thông tin phong phú,CẦN THIẾT,CÓ ĐƯỜNG TỚI,—,bảng `fact_order_lines` nối được về hạt; entropy: thông tin phong phú,ĐỦ,—,Không vướng cổng nào.,,NHIỀU TÁC DỤNG · ĐỦ DỮ LIỆU,true,"Đưa vào bảng phẳng, dùng được ngay."
lược đồ dwh,true,fact_delivery_details,employee_key,số,khoá ngoại — dùng như biến phân loại,0.0,375.0,0.124,false,0.0,-1446.0,0.96,thông tin phong phú,CẦN THIẾT,CÓ ĐƯỜNG TỚI,—,bảng `fact_delivery_details` nối được về hạt; entropy: thông tin phong phú,ĐỦ,—,Không vướng cổng nào.,,NHIỀU TÁC DỤNG · ĐỦ DỮ LIỆU,true,"Đưa vào bảng phẳng, dùng được ngay."
lược đồ dwh,true,fact_inventory_lot_snapshot,qty_primary,số,đặc trưng,0.0,7154.0,2.371,false,,0.0,0.9595,thông tin phong phú,CẦN THIẾT,CÓ ĐƯỜNG TỚI,—,bảng `fact_inventory_lot_snapshot` nối được về hạt; entropy: thông tin phong phú,ĐỦ,—,Không vướng cổng nào.,,NHIỀU TÁC DỤNG · ĐỦ DỮ LIỆU,true,"Đưa vào bảng phẳng, dùng được ngay."
lược đồ dwh,true,fact_delivery_details,docs_status,phân loại,đặc trưng,0.0,2.0,0.001,false,,-1446.0,0.9541,thông tin phong phú,CẦN THIẾT,CÓ ĐƯỜNG TỚI,—,bảng `fact_delivery_details` nối được về hạt; entropy: thông tin phong phú,ĐỦ,—,Không vướng cổng nào.,,NHIỀU TÁC DỤNG · ĐỦ DỮ LIỆU,true,"Đưa vào bảng phẳng, dùng được ngay."
lược đồ dwh,false,dim_products,brand_id,phân loại,khoá ngoại — dùng như biến phân loại,0.118,217.0,8.543,false,0.0,,0.9492,thông tin phong phú,CẦN THIẾT,CÓ ĐƯỜNG TỚI,—,bảng `dim_products` nối được về hạt; entropy: thông tin phong phú,ĐỦ,—,Không vướng cổng nào.,DÙNG — mã hoá phân loại,NHIỀU TÁC DỤNG · ĐỦ DỮ LIỆU,true,"Đưa vào bảng phẳng, dùng được ngay."
lược đồ dwh,true,fact_delivery_details,license_plate,phân loại,đặc trưng,0.008,394.0,0.131,false,,-1446.0,0.935,thông tin phong phú,CẦN THIẾT,CÓ ĐƯỜNG TỚI,—,bảng `fact_delivery_details` nối được về hạt; entropy: thông tin phong phú,ĐỦ,—,Không vướng cổng nào.,,NHIỀU TÁC DỤNG · ĐỦ DỮ LIỆU,true,"Đưa vào bảng phẳng, dùng được ngay."
lược đồ dwh,false,dim_product_brands,parent_brand_id,số,khoá ngoại — dùng như biến phân loại,1.464,54.0,0.018,false,,,0.9338,thông tin phong phú,CẦN THIẾT,CÓ ĐƯỜNG TỚI,—,bảng `dim_product_brands` nối được về hạt; entropy: thông tin phong phú,ĐỦ,—,Không vướng cổng nào.,,NHIỀU TÁC DỤNG · ĐỦ DỮ LIỆU,true,"Đưa vào bảng phẳng, dùng được ngay."
lược đồ dwh,false,dim_site_domains,parent_code,phân loại,khoá ngoại — dùng như biến phân loại,0.73,28.0,20.588,false,,,0.9205,thông tin phong phú,CẦN THIẾT,CÓ ĐƯỜNG TỚI,—,bảng `dim_site_domains` nối được về hạt; entropy: thông tin phong phú,ĐỦ,—,Không vướng cổng nào.,,NHIỀU TÁC DỤNG · ĐỦ DỮ LIỆU,true,"Đưa vào bảng phẳng, dùng được ngay."
lược đồ dwh,false,dim_order_types,is_free_order,phân loại,đặc trưng,0.0,2.0,13.333,false,,,0.9183,thông tin phong phú,CẦN THIẾT,CÓ ĐƯỜNG TỚI,—,bảng `dim_order_types` nối được về hạt; entropy: thông tin phong phú,ĐỦ,—,Không vướng cổng nào.,,NHIỀU TÁC DỤNG · ĐỦ DỮ LIỆU,true,"Đưa vào bảng phẳng, dùng được ngay."
lược đồ dwh,true,fact_order_fulfillment,total_delivered_revenue,số,đặc trưng,0.0,69809.0,23.251,false,,0.0,0.9177,thông tin phong phú,CẦN THIẾT,CÓ ĐƯỜNG TỚI,—,bảng `fact_order_fulfillment` nối được về hạt; entropy: thông tin phong phú,ĐỦ,—,Không vướng cổng nào.,,NHIỀU TÁC DỤNG · ĐỦ DỮ LIỆU,true,"Đưa vào bảng phẳng, dùng được ngay."
lược đồ dwh,true,fact_order_lines,amount_incl_vat,số,đặc trưng,0.0,14689.0,4.942,false,,0.0,0.9171,thông tin phong phú,CẦN THIẾT,ĐO ĐƯỢC,—,8/8 thước đo xếp vào nửa trên,ĐỦ,—,Không vướng cổng nào.,CHUYỂN THÀNH LAG,NHIỀU TÁC DỤNG · ĐỦ DỮ LIỆU,true,"Đưa vào bảng phẳng, dùng được ngay."
lược đồ dwh,true,fact_order_lines,vat_amount,số,đặc trưng,0.0,14164.0,4.765,false,,0.0,0.9167,thông tin phong phú,CẦN THIẾT,ĐO ĐƯỢC,—,8/8 thước đo xếp vào nửa trên,ĐỦ,—,Không vướng cổng nào.,CHUYỂN THÀNH LAG,NHIỀU TÁC DỤNG · ĐỦ DỮ LIỆU,true,"Đưa vào bảng phẳng, dùng được ngay."
lược đồ dwh,true,fact_order_lines,amount_before_discount,số,đặc trưng,0.0,9171.0,3.085,false,,0.0,0.9093,thông tin phong phú,CẦN THIẾT,CÓ ĐƯỜNG TỚI,—,bảng `fact_order_lines` nối được về hạt; entropy: thông tin phong phú,ĐỦ,—,Không vướng cổng nào.,,NHIỀU TÁC DỤNG · ĐỦ DỮ LIỆU,true,"Đưa vào bảng phẳng, dùng được ngay."
lược đồ dwh,true,fact_order_lines,amount_before_discount_before_vat,số,đặc trưng,0.0,9869.0,3.32,false,,0.0,0.909,thông tin phong phú,CẦN THIẾT,CÓ ĐƯỜNG TỚI,—,bảng `fact_order_lines` nối được về hạt; entropy: thông tin phong phú,ĐỦ,—,Không vướng cổng nào.,,NHIỀU TÁC DỤNG · ĐỦ DỮ LIỆU,true,"Đưa vào bảng phẳng, dùng được ngay."
